ts_utc,step,source_name,url_or_file,status_code,rows_fetched,duration_s,user_agent,notes
2025-11-17T14:44:10+00:00,search,google_books,https://www.googleapis.com/books/v1/volumes?maxResults=5&key=AIzaSyBj-bOHrm-3LL5Hu83NPDWDm4jhPhoEmCw&q=Data%2BScience%2Bfor%2BBusiness%3A%2BWhat%2BYou%2BNeed%2Bto%2BKnow%2Babout%2BData%2BMining%2Band%2BData-Analytic%2BThinking%2Binauthor%3AFoster%2BProvost,200,,1.372,books-pipeline/1.0 (+https://example.local),
2025-11-17T14:44:11+00:00,search,google_books,https://www.googleapis.com/books/v1/volumes?maxResults=5&key=AIzaSyBj-bOHrm-3LL5Hu83NPDWDm4jhPhoEmCw&q=Data%2BSmart%3A%2BUsing%2BData%2BScience%2Bto%2BTransform%2BInformation%2Binto%2BInsight%2Binauthor%3AJohn%2BW.%2BForeman,200,,1.002,books-pipeline/1.0 (+https://example.local),
2025-11-17T14:44:13+00:00,search,google_books,https://www.googleapis.com/books/v1/volumes?maxResults=5&key=AIzaSyBj-bOHrm-3LL5Hu83NPDWDm4jhPhoEmCw&q=Data%2BScience%2Bfrom%2BScratch%3A%2BFirst%2BPrinciples%2Bwith%2BPython%2Binauthor%3AJoel%2BGrus,200,,0.884,books-pipeline/1.0 (+https://example.local),
2025-11-17T14:44:15+00:00,search,google_books,https://www.googleapis.com/books/v1/volumes?maxResults=5&key=AIzaSyBj-bOHrm-3LL5Hu83NPDWDm4jhPhoEmCw&q=Mindmasters%3A%2BThe%2BData-Driven%2BScience%2Bof%2BPredicting%2Band%2BChanging%2BHuman%2BBehavior%2Binauthor%3ASandra%2BMatz,200,,1.174,books-pipeline/1.0 (+https://example.local),
2025-11-17T14:44:16+00:00,search,google_books,https://www.googleapis.com/books/v1/volumes?maxResults=5&key=AIzaSyBj-bOHrm-3LL5Hu83NPDWDm4jhPhoEmCw&q=R%2Bfor%2BData%2BScience%3A%2BImport%2C%2BTidy%2C%2BTransform%2C%2BVisualize%2C%2Band%2BModel%2BData%2Binauthor%3AHadley%2BWickham,200,,0.803,books-pipeline/1.0 (+https://example.local),
2025-11-17T14:44:17+00:00,search,google_books,https://www.googleapis.com/books/v1/volumes?maxResults=5&key=AIzaSyBj-bOHrm-3LL5Hu83NPDWDm4jhPhoEmCw&q=Doing%2BData%2BScience%3A%2BStraight%2BTalk%2Bfrom%2Bthe%2BFrontline%2Binauthor%3ACathy%2BO%27Neil,200,,0.789,books-pipeline/1.0 (+https://example.local),
2025-11-17T14:44:19+00:00,search,google_books,https://www.googleapis.com/books/v1/volumes?maxResults=5&key=AIzaSyBj-bOHrm-3LL5Hu83NPDWDm4jhPhoEmCw&q=Numsense%21%2BData%2BScience%2Bfor%2Bthe%2BLayman%3A%2BNo%2BMath%2BAdded%2Binauthor%3AAnnalyn%2BNg,200,,0.837,books-pipeline/1.0 (+https://example.local),
2025-11-17T14:44:20+00:00,search,google_books,https://www.googleapis.com/books/v1/volumes?maxResults=5&key=AIzaSyBj-bOHrm-3LL5Hu83NPDWDm4jhPhoEmCw&q=Python%2BData%2BScience%2BHandbook%3A%2BEssential%2BTools%2Bfor%2BWorking%2Bwith%2BData%2Binauthor%3AJake%2BVanderPlas,200,,0.838,books-pipeline/1.0 (+https://example.local),
2025-11-17T14:44:22+00:00,search,google_books,https://www.googleapis.com/books/v1/volumes?maxResults=5&key=AIzaSyBj-bOHrm-3LL5Hu83NPDWDm4jhPhoEmCw&q=Data%2BScience%2B%28The%2BMIT%2BPress%2BEssential%2BKnowledge%2Bseries%29%2Binauthor%3AJohn%2BD.%2BKelleher,200,,0.879,books-pipeline/1.0 (+https://example.local),
2025-11-17T14:44:23+00:00,search,google_books,https://www.googleapis.com/books/v1/volumes?maxResults=5&key=AIzaSyBj-bOHrm-3LL5Hu83NPDWDm4jhPhoEmCw&q=Becoming%2Ba%2BData%2BHead%3A%2BHow%2Bto%2BThink%2C%2BSpeak%2C%2Band%2BUnderstand%2BData%2BScience%2C%2BStatistics%2C%2Band%2BMachine%2BLearning%2Binauthor%3AAlex%2BJ.%2BGutman,200,,0.983,books-pipeline/1.0 (+https://example.local),
